,Aircraft with seatmap,Seat Pitch,Seat Width,Seat Type,Video Type,Laptop Power,Power Type,Wi-Fi,Class,Company
253,Boeing 777-200ER (772) Three Class Layout 1,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
254,Boeing 777-200ER (772) Three Class Layout 2,38,19.0,Recliner,On-Demand TV,None,None,No,Premium Economy,Air France
255,Boeing 777-200ER (772) Three Class Layout 3,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
256,Boeing 777-200ER (772) Three Class Layout 4,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
257,Boeing 777-300ER (77W) Caribbean,36,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
258,Boeing 777-300ER (77W) Four Class Layout 1,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
259,Boeing 777-300ER (77W) Four Class Layout 2,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
260,Boeing 777-300ER (77W) Three Class,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
261,Boeing 787-9 (789),40,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air France
262,Airbus A330-200 (332) Layout 1,61,21.5,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air France
263,Airbus A330-200 (332) Layout 2,78,22.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air France
264,Airbus A340-300 (343),61,21.5,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air France
265,Airbus A350-900 (359),74,21.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air France
266,Airbus A380-800 (380),55,24.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air France
267,Boeing 777-200ER (772) Three Class Layout 1,79,21.0,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air France
268,Boeing 777-200ER (772) Three Class Layout 2,61,21.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air France
269,Boeing 777-200ER (772) Three Class Layout 3,61,21.0,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,Air France
270,Boeing 777-300ER (77W) Caribbean,61,21.5,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air France
271,Boeing 777-300ER (77W) Four Class Layout 1,61,21.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air France
272,Boeing 777-300ER (77W) Four Class Layout 2,61,21.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air France
273,Boeing 777-300ER (77W) Three Class,61,21.5,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air France
274,Boeing 787-9 (789),42,21.0,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,Air France
275,Airbus A380-800 (380),81,35.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Air France
276,Boeing 777-200ER (772) Three Class Layout 4,61,21.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Air France
277,Boeing 777-300ER (77W) Four Class Layout 1,79,24.0,Closed Suite,On-Demand TV,All Seats,AC Power,No,First class,Air France
278,Boeing 777-300ER (77W) Four Class Layout 2,79,24.0,Closed Suite,On-Demand TV,All Seats,AC Power,No,First class,Air France
279,Airbus A318 (318),32,18.0,Standard,None,None,None,No,Economy class,Air France
280,Airbus A319 (319) Layout 1,32,18.0,Standard,None,None,None,No,Economy class,Air France
281,Airbus A319 (319) Layout 2,32,18.0,Standard,None,None,None,No,Economy class,Air France
282,Airbus A320 (320) Caribbean,32,18.0,Standard,None,None,None,No,Economy class,Air France
283,Airbus A320 (320) Layout 1,32,18.0,Standard,Overhead TV,None,None,No,Economy class,Air France
284,Airbus A320 (320) Layout 2,32,18.0,Standard,Overhead TV,None,None,No,Economy class,Air France
285,Airbus A320 (320) Layout 3,32,18.0,Standard,None,None,None,No,Economy class,Air France
286,Airbus A321 (321) Layout 1,29-32,18.0,Standard,Overhead TV,None,None,No,Economy class,Air France
287,Airbus A321 (321) Layout 2,32,18.0,Standard,None,None,None,No,Economy class,Air France
288,Embraer E-170,31,17.3,Standard,None,None,None,No,Economy class,Air France
289,Embraer E-190,31,17.3,Standard,None,None,None,No,Economy class,Air France
290,RJ-85 Avroliner (AR8),31,18.0,Standard,None,None,None,No,Economy class,Air France
291,Airbus A318 (318),32,18.0,Standard,None,None,None,No,Business class,Air France
292,Airbus A319 (319) Layout 1,33,18.0,Standard,None,None,None,No,Business class,Air France
293,Airbus A320 (320) Layout 1,34,18.0,Standard,Overhead TV,All Seats,AC Power,No,Business class,Air France
294,Airbus A320 (320) Layout 2,32,18.0,Standard,Seatback TV,None,None,No,Business class,Air France
295,Airbus A321 (321) Layout 1,29-32,18.0,Standard,Overhead TV,None,None,No,Business class,Air France
296,Embraer E-170,36,19.0,Recliner,None,All Seats,AC Power,No,Business class,Air France
297,Embraer E-190,36,19.0,Recliner,None,All Seats,AC Power,No,Business class,Air France
298,Bombardier CRJ-1000,32,17.0,Standard,None,None,None,No,Economy class,Air France
299,Bombardier CRJ-700,32,17.0,Standard,None,None,None,No,Economy class,Air France
300,Embraer ERJ-145,31,17.3,Standard,None,None,None,No,Economy class,Air France
301,ATR 42-500 (AT5),31,17.0,Standard,None,None,None,No,Economy class,Air France
302,ATR 72-500 (AT7),31,17.0,Standard,None,None,None,No,Economy class,Air France
303,ATR 72-600 (ATR),31,17.0,Standard,None,None,None,No,Economy class,Air France
304,Boeing 747-400 (744),31-34,17.3-18,Standard,On-Demand TV,None,None,No,Economy class,Air India
305,Boeing 777-200LR (77L),34,18,Standard,On-Demand TV,None,None,No,Economy class,Air India
306,Boeing 777-300ER (77W),31-33,18,Standard,On-Demand TV,None,None,No,Economy class,Air India
307,Boeing 787-8 (788),33,17,Standard,Seatback TV,All Seats,AC Power,No,Economy class,Air India
308,Boeing 747-400 (744),57-59,19.5-21,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air India
309,Boeing 777-200LR (77L),76,19.95,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Air India
310,Boeing 777-300ER (77W),76,19.95,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air India
311,Boeing 787-8 (788),74,22,Flat Bed,Seatback TV,All Seats,AC Power,No,Business class,Air India
312,Boeing 747-400 (744),82,19.5-21,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Air India
313,Boeing 777-200LR (77L),88,23,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Air India
314,Boeing 777-300ER (77W),80,23,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Air India
315,Airbus A319 (319) Layout 1,31-32,17.4,Standard,Seatback TV,None,None,No,Economy class,Air India
316,Airbus A319 (319) Layout 2,29-30,17.8,Standard,Seatback TV,None,None,No,Economy class,Air India
317,Airbus A320 (320) Layout 1,30-32,17,Standard,Seatback TV,None,None,No,Economy class,Air India
318,Airbus A320 (320) Layout 2,31-32,17-18,Standard,Seatback TV,None,None,No,Economy class,Air India
319,Airbus A321 (321),31-32,17-18,Standard,Seatback TV,None,None,No,Economy class,Air India
320,Airbus A319 (319) Layout 1,40,21,Recliner,Seatback TV,All Seats,AC Power,No,Business class,Air India
321,Airbus A320 (320) Layout 2,40,21,Recliner,Seatback TV,None,None,No,Business class,Air India
322,Airbus A321 (321),40,21,Recliner,Seatback TV,None,None,No,Business class,Air India
323,Boeing 737-800 (738),29-30,17,Standard,None,None,None,No,Economy class,Air India Express
324,Airbus A330-200 (332),31-36,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Meridiana Airlines
325,Airbus A330-200 (332),78,22,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Meridiana Airlines
326,Boeing 737 MAX 8 (7M8),30-32,17,Standard,None,All Seats,AC Power,No,Economy class,Meridiana Airlines
327,Boeing 737 MAX 8 (7M8),32,17,Standard,None,All Seats,AC Power,No,Business class,Meridiana Airlines
328,Airbus A319-100 (319) Layout 1,30-31,18.0,Standard,Overhead TV,None,None,No,Economy class,Air Macau
329,Airbus A319-100 (319) Layout 2,30-31,18.0,Standard,Overhead TV,None,None,No,Economy class,Air Macau
330,Airbus A320-200 (320) Layout 1,29-30,17.8,Standard,Overhead TV,None,None,No,Economy class,Air Macau
331,Airbus A320-200 (320) Layout 2,29-30,17.7,Standard,Overhead TV,None,None,No,Economy class,Air Macau
332,Airbus A320-200 (320) Layout 3,29-30,17.3,Standard,Overhead TV,None,None,No,Economy class,Air Macau
333,Airbus A320neo (320),29-30,17.7,Standard,Overhead TV,None,None,No,Economy class,Air Macau
334,Airbus A321-200 (321) Layout 1,30-31,18.0,Standard,Overhead TV,None,None,No,Economy class,Air Macau
335,Airbus A321-200 (321) Layout 2,29-30,17.3,Standard,Overhead TV,None,None,No,Economy class,Air Macau
336,Airbus A321-200 (321) Layout 3,32,18.0,Standard,Overhead TV,None,None,No,Economy class,Air Macau
337,Airbus A321neo (321),29-30,17.5,Standard,Overhead TV,None,None,No,Economy class,Air Macau
338,Airbus A319-100 (319) Layout 1,39,21.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
339,Airbus A319-100 (319) Layout 2,42,20.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
340,Airbus A320-200 (320) Layout 1,36,22.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
341,Airbus A320-200 (320) Layout 2,43,21.6,Recliner,Overhead TV,None,None,No,Business class,Air Macau
342,Airbus A320-200 (320) Layout 3,42,21.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
343,Airbus A320neo (320),43,21.6,Recliner,Overhead TV,None,None,No,Business class,Air Macau
344,Airbus A321-200 (321) Layout 1,39-40,21.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
345,Airbus A321-200 (321) Layout 2,42,21.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
346,Airbus A321-200 (321) Layout 3,38,22.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
347,Airbus A321neo (321),38,21.0,Recliner,Overhead TV,None,None,No,Business class,Air Macau
348,Airbus A320 (320) Layout 1,32,18,Standard,None,None,None,No,Economy class,Air Malta
349,Airbus A320 (320) Layout 2,31,18,Standard,None,None,None,No,Economy class,Air Malta
350,Airbus A320 (320) Layout 1,33,18,Standard,None,None,None,No,Business class,Air Malta
351,Airbus A330-200 (332),31,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Air Mauritius
352,Airbus A330neo (339),28-30,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Air Mauritius
353,Airbus A340-300 (343) Layout 1,31,18,Standard,On-Demand TV,None,None,No,Economy class,Air Mauritius
354,Airbus A340-300 (343) Layout 2,31,18,Standard,On-Demand TV,None,None,No,Economy class,Air Mauritius
355,Airbus A350-900 (359),44,23,Flat Bed,On-Demand TV,All Seats,AC Power,No,Economy class,Air Mauritius
356,Airbus A350-900 (359),31-36,18,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Air Mauritius
357,Airbus A330-200 (332),60,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air Mauritius
358,Airbus A330neo (339),60,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air Mauritius
359,Airbus A340-300 (343) Layout 1,60,21,Flat Bed,On-Demand TV,None,None,No,Business class,Air Mauritius
360,Airbus A340-300 (343) Layout 2,60,21,Flat Bed,On-Demand TV,None,None,No,Business class,Air Mauritius
361,Airbus A319 (319),38,18,Standard,None,None,None,No,Economy class,Air Mauritius
362,Airbus A319 (319),30,18,Standard,None,None,None,No,Economy class,Air Mauritius
363,ATR 72-500 (AT7),29-30,17,Standard,None,None,None,No,Economy class,Air Mauritius
364,Airbus A330-200 (332),31,18.0,Standard,On-Demand TV,None,None,No,Economy class,Air Namibia
365,Airbus A330-200 (332),78,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air Namibia
366,Airbus A319-100 (319),32,18.0,Standard,None,None,None,No,Economy class,Air Namibia
367,Airbus A319-100 (319),54,21.0,Recliner,None,None,None,No,Business class,Air Namibia
368,Embraer ERJ-135 (ER3),31,17.3,Standard,None,None,None,No,Economy class,Air Namibia
369,Boeing 777-200ER (772),31-33,17.8,Standard,On-Demand TV,None,None,No,Economy class,Air New Zealand
370,Boeing 777-300 (773),32-33,17.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Air New Zealand
371,Boeing 787-9 (789) Layout 1,31-32,17.2,Standard,Seatback TV,Some Seats,AC Power,No,Economy class,Air New Zealand
372,Boeing 787-9 (789) Layout 2,31-33,17.2,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Air New Zealand
373,Boeing 777-200ER (772),41,18.5,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air New Zealand
374,Boeing 777-300 (773),41-42,20.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air New Zealand
375,Boeing 787-9 (789) Layout 1,41,19.0,Recliner,Seatback TV,All Seats,AC Power,No,Premium Economy,Air New Zealand
376,Boeing 787-9 (789) Layout 2,41-42,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air New Zealand
377,Boeing 777-200ER (772),79.5,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air New Zealand
378,Boeing 777-300 (773),79-80,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air New Zealand
379,Boeing 787-9 (789) Layout 1,79-80,22.0,Flat Bed,Seatback TV,All Seats,AC Power,No,Business class,Air New Zealand
380,Boeing 787-9 (789) Layout 2,79-80,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air New Zealand
381,Airbus A320 (320) Domestic,30-33,17.7,Standard,None,None,None,No,Economy class,Air New Zealand
382,Airbus A320 (320) Intl,30-34,17.0,Standard,On-Demand TV,None,None,No,Economy class,Air New Zealand
383,Airbus A321neo (321),31.9-32.7,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Air New Zealand
384,ATR 72-500,31,17.0,Standard,None,None,None,No,Economy class,Air New Zealand
385,Bombardier Q300,32,17.5,Standard,None,None,None,No,Economy class,Air New Zealand
386,Boeing 737-400 (734),32,17,Standard,None,None,None,No,Economy class,Air North
387,Boeing 737-500 (735),32,17,Standard,None,None,None,No,Economy class,Air North
388,ATR 42-300,32,17,Standard,None,None,None,No,Economy class,Air North
389,Hawker Siddeley HS 748 Layout 1,32,17,Standard,None,None,None,No,Economy class,Air North
390,Hawker Siddeley HS 748 Layout 2,32,17,Standard,None,None,None,No,Economy class,Air North
391,Hawker Siddeley HS 748 Layout 3,32,17,Standard,None,None,None,No,Economy class,Air North
392,Hawker Siddeley HS 748 Layout 4,32,17,Standard,None,None,None,No,Economy class,Air North
393,Airbus A321 (321) Layout 1,31-32,18,Standard,Seatback TV,All Seats,AC Power,No,Economy class,Air Seoul
394,Airbus A321 (321) Layout 2,29-31,18,Standard,None,None,None,No,Economy class,Air Seoul
395,Airbus A330-200 (332),32,18,Standard,On-Demand TV,None,None,No,Economy class,Air Serbia
396,Airbus A330-200 (332),49,21,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air Serbia
397,Airbus A319 (319),31-33,18,Standard,None,None,None,No,Economy class,Air Serbia
398,Airbus A320 (320),31-33,18,Standard,None,None,None,No,Economy class,Air Serbia
399,Boeing 737-300 (733),31,17,Standard,None,None,None,No,Economy class,Air Serbia
400,Airbus A319 (319),31-34,18,Standard,None,None,None,No,Business class,Air Serbia
401,Airbus A320 (320),31-34,18,Standard,None,None,None,No,Business class,Air Serbia
402,ATR 72-200 (ATR),31,17,Standard,None,None,None,No,Economy class,Air Serbia
403,ATR 72-500 (AT7),31,17,Standard,None,None,None,No,Economy class,Air Serbia
404,Boeing 787-9 (789),31-34,17.0,Standard,On-Demand TV,None,None,No,Economy class,Air Tahiti Nui
405,Boeing 787-9 (789),36-38,20.4,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Air Tahiti Nui
406,Boeing 787-9 (789),60,20.4,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Air Tahiti Nui
407,Airbus A310-300 (313),32-33,16.5,Standard,Overhead TV,None,None,No,Economy class,Air Transat
408,Airbus A330-200 (332) Layout 1,32-33,17.0,Standard,On-Demand TV,None,None,No,Economy class,Air Transat
409,Airbus A330-200 (332) Layout 2,32-33,17.0,Standard,On-Demand TV,None,None,No,Economy class,Air Transat
410,Airbus A330-300 (333) Layout 1,32-33,17.0,Standard,On-Demand TV,None,None,No,Economy class,Air Transat
411,Airbus A330-300 (333) Layout 2,32-33,17.0,Standard,On-Demand TV,None,None,No,Economy class,Air Transat
412,Airbus A310-300 (313),34,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Air Transat
413,Airbus A330-200 (332) Layout 1,36,21.5,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Air Transat
414,Airbus A330-200 (332) Layout 2,36,21.5,Standard,On-Demand TV,All Seats,AC Power,No,Business class,Air Transat
415,Airbus A330-300 (333) Layout 1,36,21.5,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Air Transat
416,Airbus A330-300 (333) Layout 2,36,21.5,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Air Transat
417,Airbus A321-200 (32B) Domestic,32-33,17.0,Standard,None,None,None,No,Economy class,Air Transat
418,Airbus A321-200 (32B) International,32-33,17.0,Standard,None,None,None,No,Economy class,Air Transat
419,Airbus A321neo LR (321),31,18.0,Standard,On-Demand TV,None,None,No,Economy class,Air Transat
420,Boeing 737-700 (73G) Domestic,32-33,16.5,Standard,Overhead TV,None,None,No,Economy class,Air Transat
421,Boeing 737-800 (738) Domestic,32-33,16.5,Standard,Overhead TV,None,None,No,Economy class,Air Transat
422,Boeing 737-800 (738) International,32-33,16.5,Standard,Overhead TV,None,None,No,Economy class,Air Transat
423,Airbus A321-200 (32B) Domestic,32-33,21.5,Standard,None,None,None,No,Business class,Air Transat
424,Airbus A321neo LR (321),38,22.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Air Transat
425,Boeing 737-700 (73G) Domestic,34,19.0,Standard,Overhead TV,None,None,No,Business class,Air Transat
426,Boeing 737-800 (738) Domestic,34,16.5,Standard,Overhead TV,None,None,No,Business class,Air Transat
427,Boeing 737-800 (73H),31,17,Standard,Yes,None,None,No,Economy class,Air Vanuatu
428,Boeing 737-800 (73H),38,21,Recliner,Yes,None,None,No,Business class,Air Vanuatu
429,ATR 72-600 (AT7),30-31,17,Standard,None,None,None,No,Economy class,Air Vanuatu
430,Airbus A320-200 (320),29,18,Standard,None,None,None,No,Economy class,Air Asia
431,Airbus A320-200 (320),29,18,Standard,None,None,None,No,Economy class,Air Asia
432,Airbus A320neo (320),29,18,Standard,None,None,None,No,Economy class,Air Asia
433,Airbus A320neo (320),30,18,Standard,None,None,None,No,Economy class,Air Asia
434,Airbus A330-300 (333),32,16.5,Standard,None,Some Seats,AC Power,No,Economy class,AirAsia X
435,Airbus A330-300 (333),60,20.0,Angle Lie Flat,None,All Seats,AC Power,No,Business class,AirAsia X
436,Airbus A330-200 (332),32-33,17.2,Standard,On-Demand TV,None,None,No,Economy class,Aircalin
437,Airbus A330-900neo (339),31,17.7,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Aircalin
438,Airbus A330-900neo (339),38,17.7,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Aircalin
439,Airbus A330-200 (332),49-50,21 - 22,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Aircalin
440,Airbus A330-900neo (339),50,22.3,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Aircalin
